#Beta_peaks Enhancers
#Created from /project/NeuralNet/CRC/ROSE/2.rose_Beta_narrow.05_broad.1_incltss/Beta_peaks_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Beta_H3K27ac.bam
#Using cutoff of 13012.3095 for Super-Enhancers
#Created on Oct 24 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Beta_H3K27ac.bam	enhancerRank	isSuper
1_Beta_peak_34947_lociStitched	chrX	17821330	17821694	1	365	164.3824	18790	0
1_Beta_peak_32087_lociStitched	chr8	35092952	35093285	1	334	164.3688	18791	0
1_Beta_peak_10701_lociStitched	chr15	36469655	36470024	1	370	164.3526	18792	0
1_Beta_peak_22897_lociStitched	chr3	32495561	32495980	1	420	164.2899	18793	0
1_Beta_peak_2428_lociStitched	chr1	168318224	168318485	1	262	164.2212	18794	0
1_Beta_peak_29329_lociStitched	chr6	150813807	150814152	1	346	164.1855	18795	0
1_Beta_peak_33236_lociStitched	chr9	3863373	3863678	1	306	164.1815	18796	0
1_Beta_peak_3429_lociStitched	chr1	244516784	244517082	1	299	164.1682	18797	0
1_Beta_peak_18159_lociStitched	chr2	31520758	31521213	1	456	164.164	18798	0
1_Beta_peak_23348_lociStitched	chr3	60194049	60194403	1	355	164.1144	18799	0
1_Beta_peak_13623_lociStitched	chr17	19220931	19221210	1	280	164.1078	18800	0
1_Beta_peak_5125_lociStitched	chr11	1507103	1507593	1	491	164.052	18801	0
1_Beta_peak_35371_lociStitched	chrX	114795987	114796458	1	472	164.0022	18802	0
1_Beta_peak_4171_lociStitched	chr10	73527595	73528008	1	414	163.961	18803	0
1_Beta_peak_1614_lociStitched	chr1	89412726	89413007	1	282	163.9354	18804	0
1_Beta_peak_28946_lociStitched	chr6	110188834	110189231	1	398	163.9213	18805	0
1_Beta_peak_19717_lociStitched	chr2	197593009	197593426	1	418	163.881	18806	0
1_Beta_peak_8586_lociStitched	chr13	24627124	24627448	1	325	163.8792	18807	0
1_Beta_peak_28749_lociStitched	chr6	78359932	78360219	1	288	163.8196	18808	0
1_Beta_peak_25023_lociStitched	chr4	40494301	40494558	1	258	163.8118	18809	0
1_Beta_peak_35432_lociStitched	chrX	128847006	128847325	1	320	163.8065	18810	0
1_Beta_peak_26877_lociStitched	chr5	95679927	95680327	1	401	163.8	18811	0
1_Beta_peak_9542_lociStitched	chr14	33828282	33828585	1	304	163.7412	18812	0
1_Beta_peak_6172_lociStitched	chr11	68247855	68248247	1	393	163.6992	18813	0
1_Beta_peak_5355_lociStitched	chr11	13351488	13351865	1	378	163.6934	18814	0
1_Beta_peak_500_lociStitched	chr1	19717298	19717555	1	258	163.5805	18815	0
1_Beta_peak_17902_lociStitched	chr2	11518457	11518774	1	318	163.572	18816	0
1_Beta_peak_28965_lociStitched	chr6	111738713	111739113	1	401	163.52	18817	0
1_Beta_peak_15368_lociStitched	chr18	21198175	21198531	1	357	163.4752	18818	0
1_Beta_peak_28655_lociStitched	chr6	54000591	54000891	1	301	163.47	18819	0
1_Beta_peak_23060_lociStitched	chr3	46853740	46854035	1	296	163.4595	18820	0
1_Beta_peak_23953_lociStitched	chr3	132849274	132849597	1	324	163.3734	18821	0
1_Beta_peak_5138_lociStitched	chr11	1884461	1884798	1	338	163.3439	18822	0
1_Beta_peak_31241_lociStitched	chr7	131206664	131207070	1	407	163.3338	18823	0
1_Beta_peak_2060_lociStitched	chr1	150135003	150135391	1	389	163.3092	18824	0
1_Beta_peak_24869_lociStitched	chr4	13415485	13415838	1	354	163.2978	18825	0
1_Beta_peak_6221_lociStitched	chr11	71912314	71912738	1	425	163.2824	18826	0
1_Beta_peak_33857_lociStitched	chr9	95726723	95727137	1	415	163.2816	18827	0
1_Beta_peak_29713_lociStitched	chr6_mcf_hap5	194421	194786	1	366	163.2645	18828	0
1_Beta_peak_20984_lociStitched	chr20	46476865	46477282	1	418	163.2555	18829	0
1_Beta_peak_2633_lociStitched	chr1	183940464	183940947	1	484	163.254	18830	0
1_Beta_peak_23602_lociStitched	chr3	101609163	101609501	1	339	163.2202	18831	0
1_Beta_peak_10285_lociStitched	chr14	93357808	93358174	1	367	163.1628	18832	0
1_Beta_peak_33288_lociStitched	chr9	10264811	10265231	1	421	163.128	18833	0
1_Beta_peak_11311_lociStitched	chr15	78349177	78349440	1	264	163.0863	18834	0
1_Beta_peak_6981_lociStitched	chr12	3346532	3346844	1	313	163.0824	18835	0
1_Beta_peak_34959_lociStitched	chrX	19817428	19817857	1	430	163.0629	18836	0
1_Beta_peak_8724_lociStitched	chr13	33479299	33479733	1	435	163.0538	18837	0
1_Beta_peak_23988_lociStitched	chr3	136732957	136733348	1	392	163.047	18838	0
1_Beta_peak_28078_lociStitched	chr6	20745623	20746082	1	460	163.0368	18839	0
1_Beta_peak_2927_lociStitched	chr1	210547551	210547905	1	355	163.017	18840	0
1_Beta_peak_26707_lociStitched	chr5	74290165	74290540	1	376	163.0125	18841	0
1_Beta_peak_6775_lociStitched	chr11	125877014	125877292	1	279	162.9914	18842	0
1_Beta_peak_31525_lociStitched	chr7	155744738	155745131	1	394	162.9771	18843	0
1_Beta_peak_11521_lociStitched	chr15	91260022	91260368	1	347	162.966	18844	0
1_Beta_peak_7766_lociStitched	chr12	72342247	72342574	1	328	162.9441	18845	0
1_Beta_peak_10923_lociStitched	chr15	52064337	52064596	1	260	162.911	18846	0
1_Beta_peak_15602_lociStitched	chr18	55333441	55333861	1	421	162.876	18847	0
1_Beta_peak_28651_lociStitched	chr6	53851888	53852209	1	322	162.8754	18848	0
1_Beta_peak_9225_lociStitched	chr13	106571200	106571557	1	358	162.8634	18849	0
1_Beta_peak_19160_lociStitched	chr2	118737805	118738155	1	351	162.855	18850	0
1_Beta_peak_11421_lociStitched	chr15	85427198	85427518	1	321	162.848	18851	0
1_Beta_peak_23480_lociStitched	chr3	73467691	73468146	1	456	162.7535	18852	0
1_Beta_peak_32533_lociStitched	chr8	93083775	93084038	1	264	162.7181	18853	0
1_Beta_peak_8410_lociStitched	chr12	125825240	125825521	1	282	162.699	18854	0
1_Beta_peak_32855_lociStitched	chr8	125522737	125522994	1	258	162.6553	18855	0
1_Beta_peak_14516_lociStitched	chr17	63898876	63899299	1	424	162.6012	18856	0
1_Beta_peak_25162_lociStitched	chr4	56304436	56304693	1	258	162.5525	18857	0
1_Beta_peak_12015_lociStitched	chr16	12382874	12383137	1	264	162.534	18858	0
1_Beta_peak_7184_lociStitched	chr12	20745521	20745778	1	258	162.5268	18859	0
1_Beta_peak_30439_lociStitched	chr7	50889514	50889815	1	302	162.5099	18860	0
1_Beta_peak_19481_lociStitched	chr2	167231896	167232278	1	383	162.5028	18861	0
1_Beta_peak_26082_lociStitched	chr4	190198576	190198926	1	351	162.435	18862	0
1_Beta_peak_3490_lociStitched	chr10	621754	622016	1	263	162.4138	18863	0
1_Beta_peak_8346_lociStitched	chr12	124018319	124018692	1	374	162.4042	18864	0
1_Beta_peak_13333_lociStitched	chr17	5209593	5209857	1	265	162.36	18865	0
1_Beta_peak_13058_lociStitched	chr16	88836786	88837157	1	372	162.3496	18866	0
1_Beta_peak_9064_lociStitched	chr13	74636962	74637231	1	270	162.3415	18867	0
1_Beta_peak_29801_lociStitched	chr6_ssto_hap7	3001430	3001883	1	454	162.3099	18868	0
1_Beta_peak_25660_lociStitched	chr4	129781340	129781646	1	307	162.3024	18869	0
1_Beta_peak_4878_lociStitched	chr10	123942190	123942590	1	401	162.28	18870	0
1_Beta_peak_29340_lociStitched	chr6	151815030	151815481	1	452	162.1796	18871	0
1_Beta_peak_28177_lociStitched	chr6	27145203	27145619	1	417	162.1568	18872	0
1_Beta_peak_35529_lociStitched	chrX_jh159150_fix	1157805	1158316	1	512	162.1403	18873	0
1_Beta_peak_19559_lociStitched	chr2	174877877	174878181	1	305	162.1232	18874	0
1_Beta_peak_31710_lociStitched	chr8	2075135	2075492	1	358	162.1137	18875	0
1_Beta_peak_22980_lociStitched	chr3	42140740	42141082	1	343	162.108	18876	0
1_Beta_peak_3603_lociStitched	chr10	7816099	7816439	1	341	162.078	18877	0
1_Beta_peak_21370_lociStitched	chr21	33157430	33157759	1	330	162.0325	18878	0
1_Beta_peak_11008_lociStitched	chr15	60245327	60245805	1	479	161.9464	18879	0
1_Beta_peak_10620_lociStitched	chr15	29863383	29863753	1	371	161.912	18880	0
1_Beta_peak_8896_lociStitched	chr13	45097234	45097683	1	450	161.9094	18881	0
1_Beta_peak_4829_lociStitched	chr10	118011017	118011410	1	394	161.8767	18882	0
1_Beta_peak_16553_lociStitched	chr19	22034489	22034868	1	380	161.8709	18883	0
1_Beta_peak_6149_lociStitched	chr11	67615660	67616130	1	471	161.821	18884	0
1_Beta_peak_8787_lociStitched	chr13	37444577	37444897	1	321	161.76	18885	0
1_Beta_peak_12614_lociStitched	chr16	67312877	67313162	1	286	161.7375	18886	0
1_Beta_peak_9029_lociStitched	chr13	58246737	58247117	1	381	161.728	18887	0
1_Beta_peak_3836_lociStitched	chr10	31269991	31270474	1	484	161.7084	18888	0
1_Beta_peak_35574_lociStitched	chrX_jh806587_fix	1109237	1109605	1	369	161.6624	18889	0
1_Beta_peak_18157_lociStitched	chr2	31360931	31361231	1	301	161.64	18890	0
1_Beta_peak_1395_lociStitched	chr1	60689607	60689969	1	363	161.633	18891	0
1_Beta_peak_26892_lociStitched	chr5	96066003	96066373	1	371	161.616	18892	0
1_Beta_peak_7965_lociStitched	chr12	103667245	103667508	1	264	161.5872	18893	0
1_Beta_peak_905_lociStitched	chr1	33399375	33399740	1	366	161.5855	18894	0
1_Beta_peak_17601_lociStitched	chr1_jh636052_fix	1628743	1629157	1	415	161.5842	18895	0
1_Beta_peak_27989_lociStitched	chr6	14903183	14903537	1	355	161.5656	18896	0
1_Beta_peak_9079_lociStitched	chr13	76298330	76298641	1	312	161.5334	18897	0
1_Beta_peak_16586_lociStitched	chr19	30162686	30163011	1	326	161.4275	18898	0
1_Beta_peak_11010_lociStitched	chr15	60651714	60651971	1	258	161.396	18899	0
1_Beta_peak_12534_lociStitched	chr16	57624808	57625179	1	372	161.3108	18900	0
1_Beta_peak_16622_lociStitched	chr19	34012338	34012642	1	305	161.272	18901	0
1_Beta_peak_18598_lociStitched	chr2	68126630	68126891	1	262	161.2719	18902	0
1_Beta_peak_27028_lociStitched	chr5	116101774	116102071	1	298	161.271	18903	0
1_Beta_peak_12968_lociStitched	chr16	85368653	85369027	1	375	161.2688	18904	0
1_Beta_peak_10006_lociStitched	chr14	71839094	71839353	1	260	161.2534	18905	0
1_Beta_peak_27521_lociStitched	chr5	167696650	167697095	1	446	161.2235	18906	0
1_Beta_peak_19245_lociStitched	chr2	130634680	130635109	1	430	161.2182	18907	0
1_Beta_peak_3235_lociStitched	chr1	232790703	232791197	1	495	161.1922	18908	0
1_Beta_peak_4812_lociStitched	chr10	116320975	116321232	1	258	161.139	18909	0
1_Beta_peak_22129_lociStitched	chr22	32928075	32928393	1	319	161.1306	18910	0
1_Beta_peak_157_lociStitched	chr1	6336138	6336520	1	383	161.0894	18911	0
1_Beta_peak_20366_lociStitched	chr20	3203838	3204205	1	368	161.0763	18912	0
1_Beta_peak_20473_lociStitched	chr20	10692097	10692571	1	475	161.0652	18913	0
1_Beta_peak_28782_lociStitched	chr6	82541397	82541663	1	267	161.063	18914	0
1_Beta_peak_21990_lociStitched	chr22	28471338	28471825	1	488	161.0509	18915	0
1_Beta_peak_29028_lociStitched	chr6	119547143	119547400	1	258	161.0105	18916	0
1_Beta_peak_1160_lociStitched	chr1	45965376	45965719	1	344	161.0042	18917	0
1_Beta_peak_25524_lociStitched	chr4	106911626	106911984	1	359	160.9568	18918	0
1_Beta_peak_12876_lociStitched	chr16	78585778	78586187	1	410	160.9415	18919	0
1_Beta_peak_24746_lociStitched	chr4	2798647	2798912	1	266	160.9345	18920	0
1_Beta_peak_29097_lociStitched	chr6	130339747	130340202	1	456	160.9335	18921	0
1_Beta_peak_29742_lociStitched	chr6_qbl_hap6	167880	168272	1	393	160.8768	18922	0
1_Beta_peak_10688_lociStitched	chr15	35001042	35001344	1	303	160.8754	18923	0
1_Beta_peak_2147_lociStitched	chr1	153463065	153463572	1	508	160.8711	18924	0
1_Beta_peak_28011_lociStitched	chr6	15715206	15715682	1	477	160.8404	18925	0
1_Beta_peak_6562_lociStitched	chr11	114067962	114068252	1	291	160.834	18926	0
1_Beta_peak_19094_lociStitched	chr2	111829226	111829712	1	487	160.8174	18927	0
1_Beta_peak_1293_lociStitched	chr1	54317084	54317413	1	330	160.7823	18928	0
1_Beta_peak_11394_lociStitched	chr15	83603827	83604084	1	258	160.7792	18929	0
1_Beta_peak_19347_lociStitched	chr2	148182620	148183024	1	405	160.7516	18930	0
1_Beta_peak_20757_lociStitched	chr20	33192827	33193182	1	356	160.744	18931	0
1_Beta_peak_3893_lociStitched	chr10	35705960	35706221	1	262	160.7238	18932	0
1_Beta_peak_10908_lociStitched	chr15	50474435	50474800	1	366	160.7095	18933	0
1_Beta_peak_11347_lociStitched	chr15	80445720	80446034	1	315	160.6738	18934	0
1_Beta_peak_29479_lociStitched	chr6	161459760	161460031	1	272	160.5946	18935	0
1_Beta_peak_4096_lociStitched	chr10	64967115	64967418	1	304	160.59	18936	0
1_Beta_peak_35408_lociStitched	chrX	119645874	119646359	1	486	160.5835	18937	0
1_Beta_peak_20658_lociStitched	chr20	29633910	29634173	1	264	160.5615	18938	0
1_Beta_peak_30791_lociStitched	chr7	94883354	94883830	1	477	160.5072	18939	0
1_Beta_peak_24500_lociStitched	chr3	190039062	190039333	1	272	160.4862	18940	0
1_Beta_peak_26514_lociStitched	chr5	58512526	58512908	1	383	160.4782	18941	0
1_Beta_peak_1754_lociStitched	chr1	109490577	109490891	1	315	160.454	18942	0
1_Beta_peak_24054_lociStitched	chr3	143377936	143378326	1	391	160.407	18943	0
1_Beta_peak_34926_lociStitched	chrX	15598267	15598651	1	385	160.3968	18944	0
1_Beta_peak_19120_lociStitched	chr2	113120619	113120975	1	357	160.378	18945	0
1_Beta_peak_29183_lociStitched	chr6	137555499	137555840	1	342	160.3041	18946	0
1_Beta_peak_31607_lociStitched	chr7_jh159134_fix	730205	730649	1	445	160.284	18947	0
1_Beta_peak_8530_lociStitched	chr12_kb663607_fix	4238	4623	1	386	160.237	18948	0
1_Beta_peak_16582_lociStitched	chr19	29087826	29088145	1	320	160.2337	18949	0
1_Beta_peak_4111_lociStitched	chr10	68588139	68588444	1	306	160.2165	18950	0
1_Beta_peak_32377_lociStitched	chr8	66799937	66800344	1	408	160.1952	18951	0
1_Beta_peak_35363_lociStitched	chrX	110282435	110282757	1	323	160.195	18952	0
1_Beta_peak_28427_lociStitched	chr6	41182959	41183299	1	341	160.14	18953	0
1_Beta_peak_8412_lociStitched	chr12	126536005	126536385	1	381	160.094	18954	0
1_Beta_peak_34049_lociStitched	chr9	111994894	111995361	1	468	160.0876	18955	0
1_Beta_peak_8294_lociStitched	chr12	122851219	122851497	1	279	160.0724	18956	0
1_Beta_peak_23391_lociStitched	chr3	64962573	64962874	1	302	160.0116	18957	0
1_Beta_peak_33756_lociStitched	chr9	89951958	89952429	1	472	159.9045	18958	0
1_Beta_peak_17827_lociStitched	chr2	6864253	6864610	1	358	159.8289	18959	0
1_Beta_peak_32098_lociStitched	chr8	37554467	37554728	1	262	159.7581	18960	0
1_Beta_peak_6150_lociStitched	chr11	67778012	67778269	1	258	159.7255	18961	0
1_Beta_peak_26296_lociStitched	chr5	24644895	24645178	1	284	159.7252	18962	0
1_Beta_peak_11100_lociStitched	chr15	65321518	65321911	1	394	159.7152	18963	0
1_Beta_peak_5663_lociStitched	chr11	46281771	46282150	1	380	159.7106	18964	0
1_Beta_peak_5772_lociStitched	chr11	57282011	57282428	1	418	159.6693	18965	0
1_Beta_peak_27452_lociStitched	chr5	151601941	151602198	1	258	159.6484	18966	0
1_Beta_peak_22662_lociStitched	chr3	8500038	8500410	1	373	159.6252	18967	0
1_Beta_peak_33879_lociStitched	chr9	97401137	97401584	1	448	159.6237	18968	0
1_Beta_peak_26569_lociStitched	chr5	65282861	65283183	1	323	159.551	18969	0
1_Beta_peak_31603_lociStitched	chr7_jh159134_fix	483698	484160	1	463	159.5286	18970	0
1_Beta_peak_30264_lociStitched	chr7	36834733	36835079	1	347	159.506	18971	0
1_Beta_peak_1435_lociStitched	chr1	64584969	64585277	1	309	159.4824	18972	0
1_Beta_peak_10257_lociStitched	chr14	91790445	91790816	1	372	159.4187	18973	0
1_Beta_peak_17736_lociStitched	chr1_jh636053_fix	796010	796433	1	424	159.3018	18974	0
1_Beta_peak_26360_lociStitched	chr5	37166242	37166582	1	341	159.29	18975	0
1_Beta_peak_15879_lociStitched	chr19	2457075	2457367	1	293	159.2276	18976	0
1_Beta_peak_30173_lociStitched	chr7	29846080	29846527	1	448	159.1767	18977	0
1_Beta_peak_6655_lociStitched	chr11	118740565	118740949	1	385	159.168	18978	0
1_Beta_peak_27894_lociStitched	chr6	6827125	6827403	1	279	159.155	18979	0
1_Beta_peak_835_lociStitched	chr1	31319910	31320319	1	410	159.101	18980	0
1_Beta_peak_26974_lociStitched	chr5	109054303	109054618	1	316	159.075	18981	0
1_Beta_peak_12114_lociStitched	chr16	19009690	19009998	1	309	159.0512	18982	0
1_Beta_peak_27851_lociStitched	chr6	3093966	3094334	1	369	159.0496	18983	0
1_Beta_peak_32643_lociStitched	chr8	101411371	101411699	1	329	159.0472	18984	0
1_Beta_peak_21629_lociStitched	chr21	45379414	45379700	1	287	159.0446	18985	0
1_Beta_peak_5949_lociStitched	chr11	63775623	63775941	1	319	158.9364	18986	0
1_Beta_peak_7876_lociStitched	chr12	93712867	93713228	1	362	158.9122	18987	0
1_Beta_peak_20586_lociStitched	chr20	20724565	20724912	1	348	158.8913	18988	0
1_Beta_peak_15652_lociStitched	chr18	60213042	60213463	1	422	158.8854	18989	0
1_Beta_peak_35382_lociStitched	chrX	117571656	117572002	1	347	158.8832	18990	0
1_Beta_peak_34258_lociStitched	chr9	128606927	128607277	1	351	158.865	18991	0
1_Beta_peak_24694_lociStitched	chr4	1040243	1040579	1	337	158.8608	18992	0
1_Beta_peak_32281_lociStitched	chr8	53318887	53319282	1	396	158.79	18993	0
1_Beta_peak_25183_lociStitched	chr4	57774665	57775006	1	342	158.7696	18994	0
1_Beta_peak_34720_lociStitched	chr9_gl383541_alt	69972	70296	1	325	158.76	18995	0
1_Beta_peak_9795_lociStitched	chr14	60814245	60814616	1	372	158.7509	18996	0
1_Beta_peak_20367_lociStitched	chr20	3219609	3220116	1	508	158.7417	18997	0
1_Beta_peak_7825_lociStitched	chr12	89466171	89466540	1	370	158.7069	18998	0
1_Beta_peak_27459_lociStitched	chr5	153713698	153713974	1	277	158.7	18999	0
1_Beta_peak_14567_lociStitched	chr17	65925300	65925654	1	355	158.6982	19000	0
1_Beta_peak_22951_lociStitched	chr3	39851134	39851486	1	353	158.6816	19001	0
1_Beta_peak_24311_lociStitched	chr3	177018005	177018288	1	284	158.6215	19002	0
1_Beta_peak_5362_lociStitched	chr11	14402545	14402985	1	441	158.62	19003	0
1_Beta_peak_24470_lociStitched	chr3	186648587	186648895	1	309	158.5892	19004	0
1_Beta_peak_1369_lociStitched	chr1	59434133	59434484	1	352	158.5818	19005	0
1_Beta_peak_335_lociStitched	chr1	11417454	11417819	1	366	158.5195	19006	0
1_Beta_peak_33274_lociStitched	chr9	6029334	6029704	1	371	158.508	19007	0
1_Beta_peak_31935_lociStitched	chr8	25042359	25042791	1	433	158.5008	19008	0
1_Beta_peak_26092_lociStitched	chr4	190943492	190943845	1	354	158.3911	19009	0
1_Beta_peak_27752_lociStitched	chr5	180085479	180085799	1	321	158.368	19010	0
1_Beta_peak_15259_lociStitched	chr18	9877395	9877815	1	421	158.34	19011	0
1_Beta_peak_19877_lociStitched	chr2	211089799	211090102	1	304	158.3175	19012	0
1_Beta_peak_30001_lociStitched	chr7	7241193	7241636	1	444	158.2839	19013	0
1_Beta_peak_35397_lociStitched	chrX	118775233	118775601	1	369	158.2768	19014	0
1_Beta_peak_13784_lociStitched	chr17	29719207	29719468	1	262	158.2704	19015	0
1_Beta_peak_8535_lociStitched	chr13	19183180	19183468	1	289	158.2272	19016	0
1_Beta_peak_24013_lociStitched	chr3	139278775	139279042	1	268	158.2242	19017	0
1_Beta_peak_21311_lociStitched	chr21	19061815	19062175	1	361	158.22	19018	0
1_Beta_peak_21363_lociStitched	chr21	32775904	32776309	1	406	158.031	19019	0
1_Beta_peak_12852_lociStitched	chr16	76934886	76935143	1	258	158.0293	19020	0
1_Beta_peak_5116_lociStitched	chr11	1147466	1147813	1	348	158.0238	19021	0
1_Beta_peak_33223_lociStitched	chr9	2720327	2720737	1	411	158.014	19022	0
1_Beta_peak_25283_lociStitched	chr4	77447312	77447667	1	356	158.0105	19023	0
1_Beta_peak_29236_lociStitched	chr6	141179383	141179663	1	281	157.976	19024	0
1_Beta_peak_3879_lociStitched	chr10	34640285	34640751	1	467	157.974	19025	0
1_Beta_peak_33329_lociStitched	chr9	20144454	20144725	1	272	157.9659	19026	0
1_Beta_peak_7684_lociStitched	chr12	63460379	63460827	1	449	157.9648	19027	0
1_Beta_peak_25665_lociStitched	chr4	135543143	135543566	1	424	157.9482	19028	0
1_Beta_peak_29079_lociStitched	chr6	127783912	127784239	1	328	157.9083	19029	0
1_Beta_peak_25295_lociStitched	chr4	77933815	77934105	1	291	157.905	19030	0
1_Beta_peak_19616_lociStitched	chr2	180886587	180886942	1	356	157.8685	19031	0
1_Beta_peak_29675_lociStitched	chr6_kb663604_fix	418967	419277	1	311	157.852	19032	0
1_Beta_peak_32555_lociStitched	chr8	95037207	95037546	1	340	157.8384	19033	0
1_Beta_peak_7659_lociStitched	chr12	58542008	58542425	1	418	157.8345	19034	0
1_Beta_peak_15254_lociStitched	chr18	9707663	9708020	1	358	157.8297	19035	0
1_Beta_peak_30291_lociStitched	chr7	39445736	39446050	1	315	157.8164	19036	0
1_Beta_peak_3615_lociStitched	chr10	11594492	11594777	1	286	157.776	19037	0
1_Beta_peak_35445_lociStitched	chrX	129519162	129519431	1	270	157.7685	19038	0
1_Beta_peak_35638_lociStitched	chrX_jh806590_fix	2112140	2112482	1	343	157.6278	19039	0
1_Beta_peak_32074_lociStitched	chr8	32077839	32078312	1	474	157.6036	19040	0
1_Beta_peak_33796_lociStitched	chr9	92246210	92246532	1	323	157.5868	19041	0
1_Beta_peak_2966_lociStitched	chr1	212692146	212692517	1	372	157.4895	19042	0
1_Beta_peak_12390_lociStitched	chr16	34741123	34741461	1	339	157.4742	19043	0
1_Beta_peak_19024_lociStitched	chr2	106020326	106020700	1	375	157.4166	19044	0
1_Beta_peak_6937_lociStitched	chr12	1240629	1240933	1	305	157.4112	19045	0
1_Beta_peak_26349_lociStitched	chr5	35803658	35804112	1	455	157.4018	19046	0
1_Beta_peak_6873_lociStitched	chr11_gl949744_fix	116092	116537	1	446	157.352	19047	0
1_Beta_peak_7807_lociStitched	chr12	80663100	80663427	1	328	157.3197	19048	0
1_Beta_peak_26550_lociStitched	chr5	63509454	63509784	1	331	157.311	19049	0
1_Beta_peak_11930_lociStitched	chr16	8569397	8569681	1	285	157.2792	19050	0
1_Beta_peak_15020_lociStitched	chr17_gl383561_fix	203619	203952	1	334	157.2426	19051	0
1_Beta_peak_32819_lociStitched	chr8	124173015	124173304	1	290	157.216	19052	0
1_Beta_peak_32308_lociStitched	chr8	58499593	58499857	1	265	157.212	19053	0
1_Beta_peak_8200_lociStitched	chr12	118453882	118454278	1	397	157.1724	19054	0
1_Beta_peak_14213_lociStitched	chr17	46873683	46873949	1	267	157.1262	19055	0
1_Beta_peak_29900_lociStitched	chr7	3082904	3083177	1	274	157.1115	19056	0
1_Beta_peak_33762_lociStitched	chr9	90038339	90038606	1	268	157.1028	19057	0
1_Beta_peak_9981_lociStitched	chr14	70346177	70346497	1	321	157.088	19058	0
1_Beta_peak_23530_lociStitched	chr3	88081211	88081643	1	433	157.0752	19059	0
1_Beta_peak_25407_lociStitched	chr4	88832706	88833036	1	331	157.047	19060	0
1_Beta_peak_5166_lociStitched	chr11	2678529	2678955	1	427	157.0236	19061	0
1_Beta_peak_27015_lociStitched	chr5	114893615	114893986	1	372	157.0072	19062	0
1_Beta_peak_25243_lociStitched	chr4	75072617	75072925	1	309	156.8952	19063	0
1_Beta_peak_26708_lociStitched	chr5	74333404	74333678	1	275	156.8924	19064	0
1_Beta_peak_26818_lociStitched	chr5	86593822	86594079	1	258	156.8728	19065	0
1_Beta_peak_32540_lociStitched	chr8	94237816	94238126	1	311	156.86	19066	0
1_Beta_peak_15344_lociStitched	chr18	19812128	19812517	1	390	156.8448	19067	0
1_Beta_peak_5428_lociStitched	chr11	18007441	18007812	1	372	156.8217	19068	0
1_Beta_peak_12010_lociStitched	chr16	12172981	12173355	1	375	156.8182	19069	0
1_Beta_peak_8431_lociStitched	chr12	130078452	130078763	1	312	156.8062	19070	0
1_Beta_peak_5618_lociStitched	chr11	43665747	43666051	1	305	156.7728	19071	0
1_Beta_peak_6376_lociStitched	chr11	85856923	85857209	1	287	156.7566	19072	0
1_Beta_peak_14455_lociStitched	chr17	61599856	61600113	1	258	156.7186	19073	0
1_Beta_peak_5341_lociStitched	chr11	12807889	12808264	1	376	156.675	19074	0
1_Beta_peak_20099_lociStitched	chr2	231549282	231549572	1	291	156.658	19075	0
1_Beta_peak_2530_lociStitched	chr1	177739114	177739585	1	472	156.6546	19076	0
1_Beta_peak_4514_lociStitched	chr10	95823995	95824389	1	395	156.6544	19077	0
1_Beta_peak_27093_lociStitched	chr5	126892570	126892833	1	264	156.6165	19078	0
1_Beta_peak_29107_lociStitched	chr6	131580406	131580677	1	272	156.5838	19079	0
1_Beta_peak_29279_lociStitched	chr6	145336851	145337160	1	310	156.5085	19080	0
1_Beta_peak_12930_lociStitched	chr16	84062508	84062765	1	258	156.256	19081	0
1_Beta_peak_15950_lociStitched	chr19	3557041	3557423	1	383	156.238	19082	0
1_Beta_peak_10590_lociStitched	chr15	25572473	25572789	1	317	156.2304	19083	0
1_Beta_peak_12523_lociStitched	chr16	57317471	57317851	1	381	156.218	19084	0
1_Beta_peak_16075_lociStitched	chr19	7501671	7502004	1	334	156.177	19085	0
1_Beta_peak_26970_lociStitched	chr5	108763489	108763850	1	362	156.1686	19086	0
1_Beta_peak_19484_lociStitched	chr2	168733992	168734323	1	332	156.1658	19087	0
1_Beta_peak_32023_lociStitched	chr8	29481546	29481921	1	376	156.15	19088	0
1_Beta_peak_34884_lociStitched	chrX	7051077	7051391	1	315	156.0266	19089	0
1_Beta_peak_12057_lociStitched	chr16	14945130	14945511	1	382	156.0195	19090	0
1_Beta_peak_4945_lociStitched	chr10	129077394	129077719	1	326	156	19091	0
1_Beta_peak_6270_lociStitched	chr11	74533110	74533531	1	422	155.8121	19092	0
1_Beta_peak_33972_lociStitched	chr9	100935441	100935824	1	384	155.8044	19093	0
1_Beta_peak_6697_lociStitched	chr11	119992366	119992664	1	299	155.7944	19094	0
1_Beta_peak_13499_lociStitched	chr17	14204643	14204913	1	271	155.763	19095	0
1_Beta_peak_13049_lociStitched	chr16	88554094	88554470	1	377	155.7392	19096	0
1_Beta_peak_14471_lociStitched	chr17	62133614	62133923	1	310	155.736	19097	0
1_Beta_peak_2174_lociStitched	chr1	154087349	154087719	1	371	155.733	19098	0
1_Beta_peak_2830_lociStitched	chr1	205390599	205390968	1	370	155.718	19099	0
1_Beta_peak_20428_lociStitched	chr20	7969439	7969771	1	333	155.708	19100	0
1_Beta_peak_15087_lociStitched	chr17_jh159144_fix	95826	96187	1	362	155.6993	19101	0
